集,,,,シュウ ツド.,,,あつ.まる あつ.める,,,,"gather, meet, congregate,"
,,,,,,,,,,,"swarm, flock"
別,,,,ベツ ワ.ケ,,,わか.れる,,,,"separate, branch off, diverge,"
,,,,,,,,,,,"fork, another, extra, specially"
,物,,,,ブツ モツ,,,もの もの-,,,"thing, object, matter"
使,,,,シ,,,,つか.う つか.い -つか.い -,,use
,,,,,,,,づか.い
品,,,,ヒン ホン,,,しな,,,,"goods, refinement, dignity,"
,,,,,,,,,,,"article, counter for meal"
,,,,,,,,,,,courses
,計,,,,ケイ ハカ.ラ,,,はか.る,,,"plot, plan, scheme, measure"
,死,,,,シ,,,し.ぬ し.に-,,,"death, die"
,特,,,,トク,,,,,,special
,私,,,,シ,,,わたくし わたし,,,"private, I, me"
,始,,,,シ ハジ.マ,,,はじ.める -はじ.める,,,"commence, begin"
朝,,,,チョウ ア,,,,,,,"morning, dynasty, regime,"
,,,,,,,,,,,"epoch, period, (North) Korea"
運,,,,ウン,,,はこ.ぶ,,,,"carry, luck, destiny, fate, lot,"
,,,,,,,,,,,"transport, progress, advance"
終,,,,シュウ ツイ.,,,,お.わる -お.わる おわ.る お.える,,"end, finish"
,,,,,,,,つい
台,,,,ダイ タイ,,,うてな われ つかさ,,,,"pedestal, a stand, counter for"
,,,,,,,,,,,machines and vehicles
広,,,,コウ,,,,ひろ.い ひろ.まる ひろ.める,,"wide, broad, spacious"
,,,,,,,,ひろ.がる ひろ.げる
,住,,,,ジュウ ヂュウ,,,す.む す.まう,,,"dwell, reside, live, inhabit"
