開,,,,カイ ア.ケ,,,,ひら.く ひら.き -びら.き,,"open, unfold, unseal"
,,,,,,,,ひら.ける あ.く
,手,,,,シュ ズ,,,て て- -て た-,,,hand
力,,,,,リョク リキ,,,,,,"power, strong, strain, bear up,"
,,,,,リイ チカ,,,,,,exert
,問,,,,モン ト,,,と.う と.い,,,"question, ask, problem"
代,,,,ダイ タイ シ,,,か.わる かわ.る かわ.り -がわ.り か.える よ,,,,"substitute, change, convert,"
,,,,,,,,,,,"replace, period, age,"
,,,,,,,,,,,"generation, charge, rate, fee"
明,,,,メイ ミョウ ミン ア.カ,,,,あ.かり あか.るい あか.るむ,,"bright, light"
,,,,,,,,あか.らむ あき.らか あ.ける -
,,,,,,,,あ.け あ.く あ.くる
動,,,,ドウ ウゴ.カ,,,うご.く,,,,"move, motion, change,"
,,,,,,,,,,,"confusion, shift, shake"
京,,,,,キョウ ケイ,,,,,"capital, 10**16"
,,,,,キン ミヤ
目,,,,モク ボク,,,め -め ま,,,,"eye, class, look, insight,"
,,,,,,,,,,,"experience, care, favor"
通,,,,ツウ ツ カヨ.,,,,とお.る とお.り -とお.り -,,,"traffic, pass through, avenue,"
,,,,,,,,どお.り とお.す とお.し -どお.し,,,"commute, counter for letters"
,言,,,,ゲン ゴン コ,,,い.う,,,say
理,,,,リ コトワ,,,,,,,"logic, arrangement, reason,"
,,,,,,,,,,,"justice, truth"
体,,,,,タイ テイ,,からだ,,,,"body, substance, object,"
,,,,,カタ,,,,,,"reality, counter for images"
,田,,,,デン,,,,,,"rice field, rice paddy"
,主,,,,シュ ス,,,ぬし おも,,,"lord, chief, master, main thing,"
