,,,,,シュウ アル,,,,,,principal
,題,,,,ダイ,,,,,,"topic, subject"
意,,,,,,,,,,,"idea, mind, heart, taste,"
,,,,,,,,,,,"thought, desire, care, liking"
不,,,,フ ブ,,,,,,,"negative, non-, bad, ugly,"
,,,,,,,,,,,clumsy
作,,,,サク サ -ヅク.,,,つく.る つく.り,,,,"make, production, prepare,"
,,,,,,,,,,,build
用,,,,ヨウ モチ.イ,,,,,,,"utilize, business, service, use,"
,,,,,,,,,,,employ
度,,,,,ド ト タク -,,たび,,,,"degrees, occurrence, time,"
,,,,,タ.,,,,,,counter for occurrences
強,,,,,キョウ ゴウ,,,つよ.い つよ.まる つよ.める,,strong
,,,,,コワ.,,,し.いる
公,,,,,コウ ク,,,,,,"public, prince, official,"
,,,,,オオヤ,,,,,,governmental
,持,,,,ジ モ.テ,,,も.つ -も.ち,,,"hold, have"
,野,,,,ヤ ショ,,,の の,,,"plains, field, rustic, civilian life"
以,,,,イ モッ.,,,,,,,"by means of, because, in view"
,,,,,,,,,,,"of, compared with"
,思,,,,シ,,,おも.う おもえら.く おぼ.す,,,think
,家,,,,カ ケ ウ,,,いえ や,,,"house, home"
世,,,,,セイ セ ソウ,,よ,,,,"generation, world, society,"
,,,,,サンジュ,,,,,,public
,多,,,,タ,,,おお.い まさ.に まさ.る,,,"many, frequent, much"
