,史,,,,,,,,,,"history, chronicle"
階,,,,カイ キザハ,,,,,,,"storey, stair, counter for storeys"
,,,,,,,,,,,of a building
管,,,,カン ク,,,,,,,"pipe, tube, wind instrument,"
,,,,,,,,,,,drunken talk
兵,,,,,ヘイ ヒョウ,,,,,,"soldier, private, troops, army,"
,,,,,ツワモ,,,,,,"warfare, strategy, tactics"
接,,,,セツ ショウ,,,つ.ぐ,,,,"touch, contact, adjoin, piece"
,,,,,,,,,,,together
細,,,,サイ,,,,ほそ.い ほそ.る こま.か,,,"dainty, get thin, taper, slender,"
,,,,,,,,こま.かい,,,narrow
,効,,,,コウ,,,き.く ききめ なら.う,,,"merit, efficacy, efficiency, benefit"
丸,,,,ガン マル.,,,まる まる.める,,,,"round, full, month, perfection, -"
,,,,,,,,,,,"ship, pills, make round, roll up,"
,,,,,,,,,,,"curl up, seduce, explain away"
,湾,,,,ワン,,,いりえ,,,"gulf, bay, inlet"
,録,,,,ロク,,,,,,record
省,,,,,セイ ショウ,,かえり.みる,,,,"focus, government ministry,"
,,,,,ハブ.,,,,,,conserve
旧,,,,キュウ,,,ふる.い もと,,,,"old times, old things, old friend,"
,,,,,,,,,,,"former, ex-"
,橋,,,,キョウ ハ,,,,,,bridge
,岸,,,,ガン キ,,,,,,beach
,周,,,,シュウ マワ.,,,,,,"circumference, circuit, lap"
,材,,,,ザ,,,,,,"lumber, log, timber, wood, talent"
