,戸,,,,コ,,,,,,door
,央,,,,オ,,,,,,"center, middle"
,券,,,,ケン,,,,,,ticket
編,,,,ヘン,,,あ.む -あ.み,,,,"compilation, knit, plait, braid,"
,,,,,,,,,,,"twist, editing, completed poem,"
,,,,,,,,,,,part of a book
捜,,,,,ソウ シュ,,さが.す,,,"search, look for, locate"
,,,,,シュウ
,竹,,,,チク タ,,,,,,bamboo
,超,,,,チョウ コ.,,,こ.える,,,"transcend, super-, ultra-"
並,,,,,ヘイ ホウ,,な.み なら.べる なら.ぶ,,,,"row, and, besides, as well as, line"
,,,,,ナラ.ビ,,,,,,"up, rank with, rival, equal"
,療,,,,リョウ,,,,,,"heal, cure"
,採,,,,サイ,,,と.る,,,"pick, take, fetch, take up"
,森,,,,シン モ,,,,,,"forest, woods"
競,,,,キョウ ケイ セ.,,,きそ.う,,,,"emulate, compete with, bid, sell at"
,,,,,,,,,,,"auction, bout, contest, race"
介,,,,カ,,,,,,,"jammed in, shellfish, mediate,"
,,,,,,,,,,,concern oneself with
,根,,,,コン,,,ね -ね,,,"root, radical, head (pimple)"
,販,,,,ハン,,,,,,"marketing, sell, trade"
歴,,,,レキ レッキ,,,,,,,"curriculum, continuation, passage"
,,,,,,,,,,,of time
将,,,,,ショウ ソウ,,,まさ.に はた まさ,,,"leader, commander, general,"
,,,,,モッ,,,ひきい.る,,,"admiral, or, and again, soon, from"
