,線,,,,セン,,,すじ,,,"line, track"
,農,,,,ノ,,,,,,"agriculture, farmers"
,州,,,,シュウ ス,,,,,,"state, province"
,武,,,,ブ ム タケ.,,,,,,"warrior, military, chivalry, arms"
象,,,,,ショウ ゾウ,,,,,,"elephant, pattern after, imitate,"
,,,,,カタド.,,,,,,"image, shape, sign (of the times)"
,域,,,,イキ,,,,,,"range, region, limits, stage, level"
額,,,,ガク ヒタ,,,,,,,"forehead, tablet, plaque, framed"
,,,,,,,,,,,"picture, sum, amount, volume"
,欧,,,,オウ ハ.,,,うた.う,,,Europe
,担,,,,タン,,,かつ.ぐ にな.う,,,"shouldering, carry, raise, bear"
準,,,,ジュン,,,,じゅん.じる じゅん.ずる,,"semi-, correspond to, proportionate to, conform, imitate"
,,,,,,,,なぞら.える のり
,,,,,,,,ひと.しい みずもり
,賞,,,,ショウ,,,ほ.める,,,"prize, reward, praise"
辺,,,,ヘン -,,,あた.り ほと.り,,,,"environs, boundary, border,"
,,,,,,,,,,,vicinity
,造,,,,ゾウ -ヅク.,,,つく.る つく.り,,,"create, make, structure, physique"
被,,,,ヒ カブ.セ,,,こうむ.る おお.う かぶ.る,,,,"incur, cover, veil, brood over,"
,,,,,,,,,,,"shelter, wear, put on, be exposed"
,,,,,,,,,,,"(film), receiving"
技,,,,ギ,,,わざ,,,,"skill, art, craft, ability, feat,"
,,,,,,,,,,,"performance, vocation, arts"
低,,,,テイ,,,,ひく.い ひく.める,,"lower, short, humble"
,,,,,,,,ひく.まる
