,,,,,ヒサ.シ
短,,,,タン,,,みじか.い,,,,"short, brevity, fault, defect, weak"
,,,,,,,,,,,point
,油,,,,ユ ユウ,,,あぶら,,,"oil, fat"
暴,,,,ボウ バク,,,あば.く あば.れる,,,,"outburst, rave, fret, force,"
,,,,,,,,,,,"violence, cruelty, outrage"
輪,,,,リン,,,,,,,"wheel, ring, circle, link, loop,"
,,,,,,,,,,,counter for wheels and flowers
占,,,,セン ウラナ.,,,し.める,,,,"fortune-telling, divining,"
,,,,,,,,,,,"forecasting, occupy, hold, have,"
,,,,,,,,,,,"get, take"
,植,,,,ショク ウ.ワ,,,う.える,,,plant
清,,,,,セイ ショウ,,きよ.い きよ.まる,,,,"pure, purify, cleanse, exorcise,"
,,,,,シン キヨ.メ,,,,,,Manchu dynasty
,倍,,,,バ,,,,,,"double, twice, times, fold"
,均,,,,キン ナラ.,,,,,,"level, average"
,億,,,,オ,,,,,,"hundred million, 10**8"
圧,,,,アツ エン オウ,,,,お.す へ.す おさ.える,,,"pressure, push, overwhelm,"
,,,,,,,,お.さえる,,,"oppress, dominate"
芸,,,,ゲイ ウン ワ,,,う.える のり,,,,"technique, art, craft, performance,"
,,,,,,,,,,,"acting, trick, stunt"
署,,,,ショ,,,,,,,"signature, govt office, police"
,,,,,,,,,,,station
伸,,,,シン ノ.,,,の.びる の.ばす の.べる,,,,"expand, stretch, extend, lengthen,"
,,,,,,,,,,,increase
,停,,,,テイ,,,と.める と.まる,,,"halt, stopping"
