,,,,,,,,,,,"on, ride in, buy, eat, drink, catch"
,,,,,,,,,,,(cold)
,缶,,,,カン カ,,,,,,"tin can, container"
隻,,,,セキ,,,,,,,"vessels, counter for ships, fish,"
,,,,,,,,,,,"birds, arrows, one of a pair"
脂,,,,シ,,,あぶら,,,,"fat, grease, tallow, lard, rosin,"
,,,,,,,,,,,"gum, tar"
蒸,,,,ジョウ セイ,,,む.す む.れる む.らす,,,,"steam, heat, sultry, foment, get"
,,,,,,,,,,,musty
,肌,,,,キ,,,はだ,,,"texture, skin, body, grain"
,耕,,,,コウ タガヤ.,,,,,,"till, plow, cultivate"
鈍,,,,ドン,,,,にぶ.い にぶ.る にぶ-,,"dull, slow, foolish, blunt"
,,,,,,,,なま.る なまく.ら
泥,,,,,デイ ナイ デ ニ,,,,,,"mud, mire, adhere to, be attached"
,,,,,ド,,,,,,to
,隅,,,,グウ,,,すみ,,,"corner, nook"
灯,,,,トウ,,,,ひ ほ- ともしび とも.す,,,"lamp, a light, light, counter for"
,,,,,,,,あかり,,,lights
辛,,,,シン,,,,から.い つら.い -づら.い,,"spicy, bitter, hot, acrid"
,,,,,,,,かのと
磨,,,,マ ス.,,,みが.く,,,,"grind, polish, scour, improve,"
,,,,,,,,,,,brush (teeth)
,麦,,,,バク,,,むぎ,,,"barley, wheat"
,姓,,,,セイ ショウ,,,,,,surname
筒,,,,トウ,,,つつ,,,,"cylinder, pipe, tube, gun barrel,"
,,,,,,,,,,,sleeve
