,彼,,,,ヒ カ.,,,かれ かの,,,"he, that, the"
未,,,,ミ ビ,,,いま.だ ま.だ ひつじ,,,,"un-, not yet, hitherto, still, even"
,,,,,,,,,,,"now, sign of the ram, 1-3PM,"
,,,,,,,,,,,eighth sign of Chinese zodiac
,舞,,,,ブ,,,ま.う -ま.う まい,,,"dance, flit, circle, wheel"
亡,,,,ボウ モウ,,,,な.い な.き- ほろ.びる,,"deceased, the late, dying, perish"
,,,,,,,,ほろ.ぶ ほろ.ぼす
冷,,,,レイ,,,,つめ.たい ひ.える ひ.や,,"cool, cold (beer, person), chill"
,,,,,,,,ひ.ややか ひ.やす
,,,,,,,,ひ.やかす さ.める さ.ます
適,,,,テキ,,,かな.う,,,,"suitable, occasional, rare,"
,,,,,,,,,,,"qualified, capable"
,婦,,,,,,,,,,"lady, woman, wife, bride"
寄,,,,キ ヨ.セ,,,よ.る -よ.り,,,,"draw near, stop in, bring near,"
,,,,,,,,,,,"gather, collect, send, forward"
込,,,,コ.メ,,,-こ.む こ.む こ.み -こ.み,,,,"crowded, mixture, in bulk,"
,,,,,,,,,,,"included, (kokuji)"
,顔,,,,ガン,,,かお,,,"face, expression"
,類,,,,ルイ,,,たぐ.い,,,"sort, kind, variety, class, genus"
余,,,,ヨ アマ.,,,あま.る あま.り,,,,"too much, myself, surplus, other,"
,,,,,,,,,,,remainder
,王,,,,オウ -ノ,,,,,,"king, rule, magnate"
返,,,,ヘン,,,,かえ.す -かえ.す かえ.る -,,"return, answer, fade, repay"
,,,,,,,,かえ.る
,妻,,,,サイ ツ,,,,,,"wife, spouse"
,背,,,,ハイ,,,せ せい そむ.く そむ.ける,,,"stature, height, back, behind,"
