,,,,,,,,むつか.しい
優,,,,ユウ ウ マサ.,,,やさ.しい すぐ.れる,,,,"tenderness, excel, surpass,"
,,,,,,,,,,,"actor, superiority, gentleness"
,夫,,,,フ フウ ブ ソ.,,,おっと,,,"husband, man"
収,,,,シュウ オサ.マ,,,おさ.める,,,,"income, obtain, reap, pay,"
,,,,,,,,,,,"supply, store"
断,,,,ダン,,,た.つ ことわ.る さだ.める,,,,"severance, decline, refuse,"
,,,,,,,,,,,"apologize, warn, dismiss,"
,,,,,,,,,,,"prohibit, decision, judgement,"
,,,,,,,,,,,cutting
石,,,,,セキ シャク,,,,,stone
,,,,,コク イ
違,,,,イ,,,,ちが.う ちが.い ちが.える -,,"difference, differ"
,,,,,,,,ちが.える たが.う
,,,,,,,,たが.える
消,,,,ショウ,,,き.える け.す,,,,"extinguish, blow out, turn off,"
,,,,,,,,,,,"neutralize, cancel"
,神,,,,シン ジン,,,かみ かん- こう,,,"gods, mind, soul"
,番,,,,バン ツガ.,,,,,,"turn, number in a series"
,規,,,,,,,,,,"standard, measure"
術,,,,ジュツ,,,すべ,,,,"art, technique, skill, means, trick,"
,,,,,,,,,,,"resources, magic"
,備,,,,ビ ツブサ.,,,そな.える そな.わる,,,"equip, provision, preparation"
宅,,,,タ,,,,,,,"home, house, residence, our"
,,,,,,,,,,,"house, my husband"
,害,,,,ガイ,,,,,,"harm, injury"
,配,,,,ハイ,,,くば.る,,,"distribute, spouse, exile,"
