,昨,,,,サク,,,,,,"yesterday, previous"
,論,,,,ロン,,,,,,"argument, discourse"
,官,,,,カン,,,,,,"bureaucrat, the government"
増,,,,ゾウ フ.ヤ,,,ま.す ま.し ふ.える,,,,"increase, add, augment, gain,"
,,,,,,,,,,,promote
係,,,,ケイ,,,,かか.る かかり -がかり,,,"person in charge, connection,"
,,,,,,,,かか.わる,,,"duty, concern oneself"
,感,,,,カン,,,,,,"emotion, feeling, sensation"
情,,,,ジョウ セイ,,,なさ.け,,,,"feelings, emotion, passion,"
,,,,,,,,,,,"sympathy, circumstances, facts"
投,,,,トウ,,,な.げる -な.げ,,,,"throw, discard, abandon, launch"
,,,,,,,,,,,"into, join, invest in, hurl, give up,"
,,,,,,,,,,,sell at a loss
示,,,,ジ シ,,,しめ.す,,,,"show, indicate, point out,"
,,,,,,,,,,,"express, display"
,変,,,,ヘン,,,か.わる か.わり か.える,,,"unusual, change, strange"
,打,,,,ダ ダアス ブ.,,,う.つ う.ち-,,,"strike, hit, knock, pound, dozen"
直,,,,,チョク ジキ,,,ただ.ちに なお.す -なお.す,,,"straightaway, honesty,"
,,,,,ジカ ス.,,,なお.る なお.き,,,"frankness, fix, repair"
両,,,,リョウ フタ,,,てる,,,,"both, old Japanese coin, counter"
,,,,,,,,,,,"for vehicles, two"
式,,,,シ,,,,,,,"style, ceremony, rite, function,"
,,,,,,,,,,,"method, system, form,"
,,,,,,,,,,,expression
確,,,,カク コウ,,,たし.か たし.かめる,,,,"assurance, firm, tight, hard, solid,"
,,,,,,,,,,,"confirm, clear, evident"
,果,,,,カ ハ.,,,は.たす はた.す -は.たす,,,"fruit, reward, carry out, achieve,"
