,,,,,,,,,,,"disobey, defy, go back on, rebel"
熱,,,,ネツ アツ.,,,,,,,"heat, temperature, fever, mania,"
,,,,,,,,,,,passion
宿,,,,シュク ヤド.,,,やど やど.る,,,,"inn, lodging, relay station, dwell,"
,,,,,,,,,,,"lodge, be pregnant, home,"
,,,,,,,,,,,dwelling
薬,,,,ヤク クス,,,,,,,"medicine, chemical, enamel,"
,,,,,,,,,,,"gunpowder, benefit"
険,,,,ケン,,,けわ.しい,,,,"precipitous, inaccessible place,"
,,,,,,,,,,,"impregnable position, steep"
,,,,,,,,,,,"place, sharp eyes"
,頼,,,,ライ タヨ.,,,たの.む たの.もしい,,,"trust, request"
覚,,,,カク,,,,おぼ.える さ.ます さ.める,,,"memorize, learn, remember,"
,,,,,,,,さと.る,,,"awake, sober up"
,船,,,,セン,,,ふね ふな,,,"ship, boat"
,途,,,,,,,,,,"route, way, road"
,許,,,,キョ,,,ゆる.す もと,,,"permit, approve"
抜,,,,,バツ ハツ ハイ,,,ぬ.く -ぬ.く ぬ.き ぬ.ける,,,"slip out, extract, pull out, pilfer,"
,,,,,ヌ.カ,,,ぬ.かす,,,"quote, remove, omit"
,便,,,,ベン ビン,,,たよ.り,,,convenience
留,,,,,リュウ ル,,,と.める と.まる とど.める,,"detain, fasten, halt, stop"
,,,,,ルウブ,,,とど.まる
罪,,,,ザイ,,,つみ,,,,"guilt, sin, crime, fault, blame,"
,,,,,,,,,,,offense
,努,,,,ド,,,つと.める,,,"toil, diligent, as much as possible"
精,,,,セイ ショウ,,,,,,,"refined, ghost, fairy, energy,"
,,,,,,,,,,,"vitality, semen, excellence,"
