,哲,,,,テ,,,,,,"philosophy, clear"
,杉,,,,サン,,,すぎ,,,"cedar, cryptomeria"
釈,,,,,シャク セキ,,とく す.てる,,,explanation
,,,,,ユル.
,己,,,,コ キ ツチノ,,,おのれ,,,"self, snake, serpent"
,妥,,,,,,,,,,"gentle, peace, depravity"
威,,,,イ オド.カ,,,おど.す おど.し,,,,"intimidate, dignity, majesty,"
,,,,,,,,,,,"menace, threaten"
豪,,,,ゴウ エラ.,,,,,,,"overpowering, great, powerful,"
,,,,,,,,,,,"excelling, Australia"
,熊,,,,ユウ,,,くま,,,bear
滞,,,,タイ テイ,,,とどこお.る,,,,"stagnate, be delayed, overdue,"
,,,,,,,,,,,arrears
微,,,,ビ カス.,,,,,,,"delicate, minuteness,"
,,,,,,,,,,,insignificance
,隆,,,,リュ,,,,,,"hump, high, noble, prosperity"
,症,,,,ショウ,,,,,,"symptoms, illness"
暫,,,,ザン,,,しばら.く,,,,"temporarily, a while, moment,"
,,,,,,,,,,,long time
,忠,,,,チュ,,,,,,"loyalty, fidelity, faithfulness"
倉,,,,ソウ,,,くら,,,,"godown, warehouse,"
,,,,,,,,,,,"storehouse, cellar, treasury"
,彦,,,,ゲン ヒ,,,,,,"lad, boy (ancient)"
,肝,,,,カン,,,きも,,,"liver, pluck, nerve, chutzpah"
