,嘉,,,,カ ヨ,,,よみ.する,,,"applaud, praise, esteem"
遭,,,,ソウ,,,あ.う あ.わせる,,,,"encounter, meet, party,"
,,,,,,,,,,,"association, interview, join"
架,,,,カ,,,か.ける か.かる,,,,"erect, frame, mount, support,"
,,,,,,,,,,,"shelf, construct"
,鬼,,,,キ,,,おに おに-,,,"ghost, devil"
,庶,,,,ショ,,,,,,"commoner, all, bastard"
,稚,,,,チ ジ オデ,,,いとけない おさない おくて,,,"immature, young"
滋,,,,,,,,,,,"nourishing, more & more, be"
,,,,,,,,,,,"luxuriant, planting, turbidity"
幻,,,,ゲン,,,まぼろし,,,,"phantasm, vision, dream,"
,,,,,,,,,,,"illusion, apparition"
,煮,,,,シャ,,,に.る -に に.える に.やす,,,"boil, cook"
,姫,,,,キ,,,ひめ ひめ-,,,princess
,誓,,,,セイ,,,ちか.う,,,"vow, swear, pledge"
把,,,,ハ,,,,,,,"grasp, faggot, bunch, counter for"
,,,,,,,,,,,bundles
践,,,,セン,,,ふ.む,,,,"tread, step on, trample, practice,"
,,,,,,,,,,,carry through
呈,,,,テイ,,,,,,,"display, offer, present, send,"
,,,,,,,,,,,exhibit
疎,,,,ソ ショ,,,うと.い うと.む まば.ら,,,,"alienate, rough, neglect, shun,"
,,,,,,,,,,,sparse
仰,,,,ギョウ コウ,,,,あお.ぐ おお.せ お.っしゃる,,,"face-up, look up, depend, seek,"
,,,,,,,,おっしゃ.る,,,"respect, rever, drink, take"
,剛,,,,ゴ,,,,,,"sturdy, strength"
