,銑,,,,セン,,,,,,pig iron
,莞,,,,カン,,,い,,,reed used to cover tatami
伶,,,,,レイ リョウ,,,,,actor
,,,,,ワザオ
,碩,,,,セキ,,,おお.きい,,,"large, great, eminent"
,宥,,,,ユウ,,,なだ.める ゆる.す,,,"soothe, calm, pacify"
,滉,,,,コウ,,,ひろ.い,,,deep and broad
,晏,,,,アン,,,おそ.い,,,"late, quiet, sets (sun)"
,伎,,,,ギ キ,,,わざ わざおぎ,,,"deed, skill"
,朕,,,,チン,,,,,,"majestic plural, imperial we"
,迪,,,,テキ イタ.,,,みち みち.びく すす.む,,,"edify, way, path"
,綸,,,,リン カン,,,いと,,,"thread, silk cloth"
且,,,,,ショ ソ ショウ,,,,,"moreover, also, furthermore"
,,,,,カ.
,竣,,,,ドウ シュン,,,わらわ わらべ おわ.る,,,"end, finish"
,晨,,,,シン,,,あした とき あさ,,,"morning, early"
,吏,,,,,,,,,,"officer, an official"
燦,,,,サン,,,,さん.たる あき.らか,,brilliant
,,,,,,,,きらめ.く きら.めく
,麿,,,,マ,,,,,,"I, you, (kokuji)"
頌,,,,,ショウ ジュ,,かたち たた.える,,,eulogy
,,,,,ヨウ ホメ.
