,弓,,,,キュウ ユ,,,,,,"bow, bow (archery, violin)"
幣,,,,ヘイ ヌ,,,,,,,"cash, bad habit, humble prefix,"
,,,,,,,,,,,"gift, Shinto offerings of cloth,"
,,,,,,,,,,,"rope, cut paper"
,膜,,,,マク,,,,,,membrane
,扇,,,,セン オウ,,,,,,"fan, folding fan"
,腸,,,,チョウ,,,はらわた,,,"intestines, guts, bowels, viscera"
,槽,,,,ソウ,,,ふね,,,"vat, tub, tank"
,慈,,,,ジ イツク.シ,,,,,,mercy
,楊,,,,ヨウ ヤナ,,,かわ,,,willow
伐,,,,,バツ ハツ カ,,き.る そむ.く う.つ,,,"fell, strike, attack, punish"
,,,,,ボチ
駿,,,,,シュン スン,,,,,,"a good horse, speed, a fast"
,,,,,スグ.レ,,,,,,person
,漬,,,,シ,,,つ.ける つ.かる -づ.け -づけ,,,"pickling, soak, moisten, steep"
,糾,,,,キュウ,,,ただ.す,,,"twist, ask, investigate, verify"
,亮,,,,リョウ アキラ,,,,,,"clear, help"
,墳,,,,フン,,,,,,"tomb, mound"
,坪,,,,ヘイ,,,つぼ,,,"two-mat area, ~36 sq ft"
,紺,,,,コン,,,,,,"dark blue, navy"
,娯,,,,ゴ,,,,,,"recreation, pleasure"
椿,,,,,チン チュン,,,,,camellia
,,,,,ツバ
