,菖,,,,ショウ,,,,,,iris
旦,,,,タン ダン,,,,あき.らか あきら ただし,,"nightbreak, dawn, morning"
,,,,,,,,あさ あした
椋,,,,リョウ ム,,,,,,,"type of deciduous tree, grey"
,,,,,,,,,,,starling
,叡,,,,エイ,,,あき.らか,,,"intelligence, imperial"
,紬,,,,チュウ,,,つむぎ つむ.ぐ,,,pongee (a knotted silk cloth)
,胤,,,,イン タ,,,,,,"descendent, issue, offspring"
,凜,,,,リン,,,きびし.い,,,"cold, strict, severe"
亥,,,,ガイ カイ,,,,,,,"sign of the hog, 9-11PM, twelfth"
,,,,,,,,,,,sign of the Chinese zodiac
,爵,,,,シャク,,,,,,"baron, peerage, court rank"
脹,,,,チョウ,,,は.れる ふく.らむ ふく.れる,,,,"dilate, distend, bulge, fill out,"
,,,,,,,,,,,swell
麟,,,,リン,,,,,,,"Chinese unicorn, genius, giraffe,"
,,,,,,,,,,,"bright, shining"
,莉,,,,リ ライ レイ,,,,,,jasmine
,汰,,,,タ タイ,,,おご.る にご.る よな.げる,,,"luxury, select"
,瑶,,,,ヨウ,,,たま,,,beautiful as a jewel
,瑳,,,,サ,,,みが.く,,,polish
,耶,,,,ヤ ジャ,,,か,,,question mark
,椰,,,,ヤ,,,やし,,,coconut tree
,絃,,,,ゲン,,,いと,,,"string, cord, samisen music"
