,箇,,,,カ コ,,,,,,counters for things
,楓,,,,フウ,,,かえで,,,maple
,琳,,,,リン,,,,,,"jewel, tinkling of jewelry"
梧,,,,ゴ,,,あおぎり,,,,"Chinese parasol tree, phoenix"
,,,,,,,,,,,tree
,哉,,,,サイ,,,かな,,,"how, what, alas, (question mark)"
,澪,,,,レイ,,,みお,,,"water route, shipping channel"
,匁,,,,,,,もんめ め ひゃくめ,,,"monme, 3.75 grams, (kokuji)"
,晟,,,,セイ ジョウ,,,あきらか,,,clear
,衿,,,,キン コン,,,えり,,,"neck, collar, lapel"
,凪,,,,,,,なぎ な.ぐ,,,"lull, calm, (kokuji)"
,梢,,,,ショウ,,,こずえ くすのき,,,"treetops, twig"
丙,,,,ヘイ,,,ひのえ,,,,"third class, 3rd, 3rd calendar"
,,,,,,,,,,,sign
,颯,,,,サツ ソウ,,,さっ.と,,,"suddenly, smoothly"
,茄,,,,カ,,,,,,eggplant
,勺,,,,シャク,,,,,,"ladle, one tenth of a go, dip"
,恕,,,,ジョ ショ,,,ゆる.す,,,"excuse, tolerate, forgive"
,蕗,,,,ロ ル,,,ふき,,,"butterbur, bog rhubarb"
,瑚,,,,コ ゴ,,,,,,ancestral offering receptacle
,遵,,,,ジュン,,,,,,"abide by, follow, obey, learn"
