某,,,,ボウ,,,それがし なにがし,,,,"so-and-so, one, a certain, that"
,,,,,,,,,,,person
,囚,,,,シュウ,,,とら.われる,,,"captured, criminal, arrest, catch"
,魁,,,,カイ,,,さきがけ かしら,,,charging ahead of others
,虹,,,,コウ,,,にじ,,,rainbow
,鴻,,,,コウ,,,おおとり ひしくい,,,"large bird, wild goose"
泌,,,,ヒツ ヒ,,,,,,,"ooze, flow, soak in, penetrate,"
,,,,,,,,,,,secrete
,於,,,,オ ヨ,,,おい.て お.ける ああ より,,,"at, in, on, as for"
,赳,,,,キュ,,,,,,strong and brave
漸,,,,ゼン,,,,,,,"steadily, gradually advancing,"
,,,,,,,,,,,"finally, barely"
,蚊,,,,ブン,,,か,,,mosquito
,葵,,,,キ アオ,,,,,,hollyhock
厄,,,,ヤク,,,,,,,"unlucky, misfortune, bad luck,"
,,,,,,,,,,,disaster
,藻,,,,ソウ,,,も,,,"seaweed, duckweed"
禄,,,,ロク フ,,,さいわ.い,,,,"fief, allowance, pension, grant,"
,,,,,,,,,,,happiness
孟,,,,,モウ ボウ,,,,,"chief, beginning"
,,,,,ミョウ カシ
嫡,,,,チャク テキ,,,,,,,"legitimate wife, direct descent"
,,,,,,,,,,,(non-bastard)
,尭,,,,ギョウ タカ.,,,,,,"high, far"
