応,,,,,オウ ヨウ -,,あた.る まさに,,,,"apply, answer, yes, OK, reply,"
,,,,,ノウ コタ.エ,,,,,,accept
企,,,,キ,,,くわだ.てる,,,,"undertake, scheme, design,"
,,,,,,,,,,,"attempt, plan"
,検,,,,ケン,,,しら.べる,,,"examination, investigate"
,藤,,,,トウ ドウ フ,,,,,,wisteria
,沢,,,,タク ツ,,,さわ うるお.い うるお.す,,,swamp
裁,,,,サイ,,,た.つ さば.く,,,,"tailor, judge, decision, cut out"
,,,,,,,,,,,(pattern)
,証,,,,ショウ,,,あかし,,,"evidence, proof, certificate"
,援,,,,エン,,,,,,"abet, help, save"
施,,,,シ セ,,,ほどこ.す,,,,"alms, apply bandages,"
,,,,,,,,,,,administer first-aid
,井,,,,セイ ショウ,,,,,,"well, well crib, town, community"
,護,,,,ゴ マモ.,,,,,,"safeguard, protect"
,展,,,,テ,,,,,,"unfold, expand"
態,,,,タイ,,,わざ.と,,,,"attitude, condition, figure,"
,,,,,,,,,,,"appearance, voice (of verbs)"
,鮮,,,,セン,,,あざ.やか,,,"fresh, vivid, clear, brilliant, Korea"
視,,,,シ ミ.,,,,,,,"inspection, regard as, see, look"
,,,,,,,,,,,at
条,,,,,ジョウ チョウ,,えだ すじ,,,,"article, clause, item, stripe,"
,,,,,デキ,,,,,,streak
,幹,,,,カン ミ,,,,,,tree trunk
