臨,,,,リン ノゾ.,,,,,,,"look to, face, meet, confront,"
,,,,,,,,,,,"attend, call on"
踏,,,,トウ,,,ふ.む ふ.まえる,,,,"step, trample, carry through,"
,,,,,,,,,,,"appraise, evade payment"
,壊,,,,カイ エ,,,こわ.す こわ.れる やぶ.る,,,"demolition, break, destroy"
,債,,,,サイ,,,,,,"bond, loan, debt"
興,,,,,コウ キョウ,,おこ.る,,,,"entertain, revive, retrieve,"
,,,,,オコ.,,,,,,"interest, pleasure"
,源,,,,ゲン ミナモ,,,,,,"source, origin"
儀,,,,,,,,,,,"ceremony, rule, affair, case, a"
,,,,,,,,,,,matter
創,,,,,ソウ ショウ,,つく.る はじ.める きず,,,,"genesis, wound, injury, hurt,"
,,,,,ケズ.シケ,,,,,,"start, originate"
,障,,,,ショウ,,,さわ.る,,,"hinder, hurt, harm"
継,,,,ケイ,,,つ.ぐ まま-,,,,"inherit, succeed, patch, graft"
,,,,,,,,,,,(tree)
筋,,,,キン,,,すじ,,,,"muscle, sinew, tendon, fiber,"
,,,,,,,,,,,"plot, plan, descent"
,闘,,,,トウ アラソ.,,,たたか.う,,,"fight, war"
,葬,,,,ソウ ホウム.,,,,,,"interment, bury, shelve"
避,,,,ヒ,,,さ.ける よ.ける,,,,"evade, avoid, avert, ward off,"
,,,,,,,,,,,"shirk, shun"
司,,,,シ ツカサド.,,,,,,,"director, official, govt office, rule,"
,,,,,,,,,,,administer
,康,,,,コ,,,,,,"ease, peace"
,善,,,,ゼン ヨシ.トス,,,よ.い い.い よ.く,,,"virtuous, good, goodness"
