,欄,,,,ラン,,,てすり,,,"column, handrail, blank, space"
逸,,,,イツ ハグ.レ,,,そ.れる そ.らす,,,,"deviate, idleness, leisure, miss"
,,,,,,,,,,,"the mark, evade, elude, parry,"
,,,,,,,,,,,diverge
,涯,,,,ガイ,,,はて,,,"horizon, shore"
拓,,,,タク ヒラ.,,,,,,,"clear (the land), open, break up"
,,,,,,,,,,,(land)
,眼,,,,ガン ゲン,,,まなこ め,,,eyeball
,獄,,,,ゴク,,,,,,"prison, jail"
,尚,,,,ショウ ナ,,,,,,"esteem, furthermore, still, yet"
,彫,,,,チョウ,,,ほ.る -ぼ.り,,,"carve, engrave, chisel"
,穏,,,,オン,,,おだ.やか,,,"calm, quiet, moderation"
,顕,,,,ケン アラワ.レ,,,あきらか,,,"appear, existing"
,巧,,,,コウ ウマ.,,,たく.み たく.む,,,"adroit, skilled, ingenuity"
,矛,,,,ム ボウ,,,ほこ,,,"halberd, arms, festival float"
,垣,,,,エン カ,,,,,,"hedge, fence, wall"
,欺,,,,ギ,,,あざむ.く,,,"deceit, cheat, delude"
釣,,,,チョウ,,,つ.る つ.り つ.り,,,,"angling, fish, catch, allure,"
,,,,,,,,,,,ensnare
,萩,,,,シュウ ハ,,,,,,bush clover
,粛,,,,シュク スク,,,つつし.む,,,"solemn, quietly, softly"
,栗,,,,リツ リ オノノ,,,くり,,,chestnut
,愚,,,,グ,,,おろ.か,,,"foolish, folly, absurdity, stupid"
