,堀,,,,クツ ホ,,,,,,"ditch, moat, canal"
,菊,,,,キク,,,,,,chrysanthemum
,絞,,,,コウ,,,しぼ.る し.める し.まる,,,"strangle, constrict, wring"
縁,,,,エン -ネン,,,,ふち ふちど.る ゆかり,,,"affinity, relation, connection,"
,,,,,,,,よすが へり えにし,,,"edge, border, verge, brink"
,唯,,,,ユイ イ タ,,,,,,"solely, only, merely, simply"
,膨,,,,ボウ,,,ふく.らむ ふく.れる,,,"swell, get fat, thick"
,矢,,,,シ,,,や,,,"dart, arrow"
,耐,,,,タイ タ.エ,,,,,,"-proof, enduring"
,塾,,,,ジュク,,,,,,"cram school, private school"
,漏,,,,ロウ,,,も.る も.れる も.らす,,,"leak, escape, time"
慶,,,,ケイ ヨロコ.,,,,,,,"jubilation, congratulate, rejoice,"
,,,,,,,,,,,be happy
猛,,,,モ,,,,,,,"fierce, rave, rush, become"
,,,,,,,,,,,"furious, wildness, strength"
芳,,,,ホウ カンバ.シ,,,,,,,"perfume, balmy, flavorable,"
,,,,,,,,,,,fragrant
懲,,,,チョウ,,,こ.りる こ.らす こ.らしめる,,,,"penal, chastise, punish,"
,,,,,,,,,,,discipline
,剣,,,,ケン,,,つるぎ,,,"sabre, sword, blade, clock hand"
,彰,,,,ショ,,,,,,"patent, clear"
棋,,,,キ,,,ご,,,,"chess piece, Japanese chess,"
,,,,,,,,,,,shogi
,丁,,,,チョウ テイ,,,ひのと,,,"street, ward, town, counter for"
