,壱,,,,イチ イツ ヒト,,,,,,"I, one"
,瑠,,,,ル リュ,,,,,,lapis lazuli
,允,,,,イン ユル,,,じょう まこと.に,,,"license, sincerity, permit"
,侯,,,,コウ,,,,,,"marquis, lord, daimyo"
,蒔,,,,シ ジ マ,,,う.える,,,sow (seeds)
,鯉,,,,リ,,,こい,,,carp
,弧,,,,コ,,,,,,"arc, arch, bow"
,遥,,,,ヨウ,,,はる.か,,,"far off, distant, long ago"
舜,,,,シュ,,,,,,,"type of morning glory, rose of"
,,,,,,,,,,,"Sharon, althea"
,瑛,,,,エ,,,,,,"sparkle of jewelry, crystal"
,附,,,,フ ツ.,,,つ.ける,,,"affixed, attach, refer to, append"
彪,,,,,ヒョウ ヒュウ,,,,,,"spotted, mottled, patterned,"
,,,,,ア,,,,,,small tiger
卯,,,,ボウ モウ,,,,,,,"sign of the hare or rabbit, 5-"
,,,,,,,,,,,"7AM, fourth sign of Chinese"
,,,,,,,,,,,"zodiac, east"
,但,,,,タン タダ.,,,,,,"however, but"
,綺,,,,キ,,,あや,,,"figured cloth, beautiful"
,芋,,,,ウ,,,いも,,,potato
,茜,,,,セン,,,あかね,,,"madder, red dye, Turkey red"
凌,,,,リョウ,,,しの.ぐ,,,,"endure, keep (rain)out, stave off,"
,,,,,,,,,,,"tide over, defy, slight, surpass"
