,慨,,,,ガイ,,,,,,"rue, be sad, sigh, lament"
,紡,,,,ボウ,,,つむ.ぐ,,,spinning
恨,,,,コン,,,うら.む うら.めしい,,,,"regret, bear a grudge,"
,,,,,,,,,,,"resentment, malice, hatred"
,肪,,,,ボウ,,,,,,"obese, fat"
,扶,,,,フ,,,たす.ける,,,"aid, help, assist"
戯,,,,ギ ゲ,,,,たわむ.れる ざ.れる,,"frolic, play, sport"
,,,,,,,,じゃ.れる
,伍,,,,ゴ イツ,,,,,,"5, 5-man squad, file, line"
忌,,,,キ イ.マワシ,,,い.む い.み,,,,"mourning, abhor, detestable,"
,,,,,,,,,,,death anniversary
濁,,,,,ダク ジョク,,にご.る,,,,"voiced, uncleanness, wrong,"
,,,,,ニゴ.,,,,,,"nigori, impurity"
,奔,,,,ホン,,,,,,"bustle, run"
斗,,,,ト ト,,,,,,,"Big Dipper, 10 sho (vol), sake"
,,,,,,,,,,,dipper
,蘭,,,,ラン,,,,,,"orchid, Holland"
,迅,,,,ジン,,,,,,"swift, fast"
,肖,,,,ショウ,,,あやか.る,,,resemblance
,鉢,,,,ハチ ハツ,,,,,,"bowl, rice tub, pot, crown"
,朽,,,,キュウ ク.チ,,,,,,"decay, rot, remain in seclusion"
,殻,,,,カク コク バイ,,,から がら,,,"husk, nut shell"
享,,,,,キョウ コウ,,,,,,"receive, undergo, answer"
,,,,,ウ.ケ,,,,,,"(phone), take, get, catch"
