丞,,,,,ジョウ ショウ,,すく.う,,,help
,,,,,タス.ケ
,璃,,,,,,,,,,"glassy, lapis lazuli"
,奎,,,,ケイ キ,,,,,,"star, god of literature"
,塑,,,,ソ,,,でく,,,"model, molding"
昂,,,,,コウ ゴウ,,あ.がる たか.い,,,rise
,,,,,タカ.ブ
柾,,,,,,,まさ まさめ まさき,,,,"straight grain, spindle tree,"
,,,,,,,,,,,(kokuji)
熙,,,,キ,,,,たのし.む ひか.る ひろ.い,,"bright, sunny, prosperous, merry"
,,,,,,,,よろこ.ぶ かわ.く あきらか
,,,,,,,,ひろ.める ひろ.まる
,菫,,,,キン,,,すみれ,,,the violet
諒,,,,リョウ マコト,,,あきら.か,,,,"fact, reality, understand,"
,,,,,,,,,,,appreciate
,鞠,,,,キク キュウ マ,,,,,,ball
,崚,,,,リョウ,,,,,,towering in a row
,濫,,,,ラン,,,みだ.りに みだ.りがましい,,,"excessive, overflow, spread out"
捷,,,,,ショウ ソウ,,,,,"victory, fast"
,,,,,ハヤ.
