項,,,,コウ,,,うなじ,,,,"paragraph, nape of neck,"
,,,,,,,,,,,"clause, item, term (expression)"
,喪,,,,ソウ,,,も,,,"miss, mourning"
伴,,,,,ハン バン,,,,,,"consort, accompany, bring with,"
,,,,,トモナ.,,,,,,companion
養,,,,,ヨウ リョウ,,,,,,"foster, bring up, rear, develop,"
,,,,,ヤシナ.,,,,,,nurture
懸,,,,ケン ケ,,,か.ける か.かる,,,,"suspend, hang, 10%, install,"
,,,,,,,,,,,"depend, consult"
,街,,,,ガイ カイ マ,,,,,,"boulevard, street, town"
,契,,,,ケイ,,,ちぎ.る,,,"pledge, promise, vow"
掲,,,,ケイ,,,かか.げる,,,,"put up (a notice), put up, hoist,"
,,,,,,,,,,,"display, hang out, publish,"
,,,,,,,,,,,describe
,躍,,,,ヤク オド.,,,,,,"leap, dance, skip"
棄,,,,キ,,,す.てる,,,,"abandon, throw away, discard,"
,,,,,,,,,,,"resign, reject, sacrifice"
,邸,,,,テイ ヤシ,,,,,,"residence, mansion"
縮,,,,シュク,,,,ちぢ.む ちぢ.まる ちぢ.める,,,"shrink, contract, shrivel, wrinkle,"
,,,,,,,,ちぢ.れる ちぢ.らす,,,reduce
,還,,,,カン,,,かえ.る,,,"send back, return"
属,,,,,ゾク ショク,,さかん つく,,,,"belong, genus, subordinate"
,,,,,ヤカ,,,,,,"official, affiliated"
慮,,,,,リョ,,おもんぱく.る,,,,"prudence, thought, concern,"
,,,,,オモンパカ.,,,,,,"consider, deliberate, fear"
,枠,,,,,,,わく,,,"frame, framework, spindle,"
