丑,,,,チュウ ウ,,,,,,,"sign of the ox or cow, 1-3AM,"
,,,,,,,,,,,second sign of Chinese zodiac
,嗣,,,,,,,,,,"heir, succeed"
,叶,,,,キョウ カナ.,,,かな.える,,,"grant, answer"
汐,,,,セキ セ,,,しお うしお,,,,"eventide, tide, salt water,"
,,,,,,,,,,,opportunity
,絢,,,,ケ,,,,,,kimono design
朔,,,,サク ツイタ,,,,,,,"conjunction (astronomy), first"
,,,,,,,,,,,day of month
伽,,,,,カ ガ キャ,,とぎ,,,"nursing, attending, entertainer"
,,,,,ギャ
,畝,,,,ボウ ホ モ ム,,,せ うね,,,"furrow, 30 tsubo, ridge, rib"
抄,,,,ショ,,,,,,,"extract, selection, summary,"
,,,,,,,,,,,"copy, spread thin"
爽,,,,ソウ,,,あき.らか さわ.やか たがう,,,,"refreshing, bracing, resonant,"
,,,,,,,,,,,"sweet, clear"
,黎,,,,レイ リ クロ.,,,,,,"dark, black, many"
,惰,,,,ダ,,,,,,"lazy, laziness"
,蛮,,,,バン,,,えびす,,,barbarian
,冴,,,,ゴ コ ヒ.エ,,,さ.える こお.る,,,"be clear, serene, cold, skilful"
旺,,,,,オウ キョウ,,,かがや.き うつくし.い,,,"flourishing, successful, beautiful,"
,,,,,ゴウ,,,さかん,,,vigorous
萌,,,,ホウ キザ.,,,も.える きざ.す めばえ,,,,"show symptoms of, sprout, bud,"
,,,,,,,,,,,malt
,偲,,,,サイ シ,,,しの.ぶ,,,"recollect, remember"
