,,,,,,,,,,,"climax, crest, (kokuji)"
篤,,,,トク,,,あつ.い,,,,"fervent, kind, cordial, serious,"
,,,,,,,,,,,deliberate
肇,,,,,チョウ ジョウ,,はじ.める,,,beginning
,,,,,トウ ハジ
,渇,,,,カツ,,,かわ.く,,,"thirst, dry up, parch"
,叔,,,,シュ,,,,,,"uncle, youth"
,雌,,,,シ,,,め- めす めん,,,"feminine, female"
亨,,,,,コウ キョウ,,,,,,"undergo, answer (phone), take,"
,,,,,ホウ タテマツ.,,,,,,"get, catch"
堪,,,,カン タン,,,,た.える たま.る こ.らえる,,,"withstand, endure, support,"
,,,,,,,,こた.える,,,resist
,叙,,,,ジョ,,,つい.ず ついで,,,"confer, relate, narrate, describe"
,酢,,,,サク,,,す,,,"vinegar, sour, acid, tart"
,吟,,,,ギン,,,,,,"versify, singing, recital"
,逓,,,,テイ,,,かわ.る たがいに,,,"relay, in turn, sending"
,嶺,,,,レイ リョ,,,,,,"peak, summit"
甚,,,,,ジン,,はなは.だ,,,,"tremendously, very, great,"
,,,,,ハナハ.ダシ,,,,,,exceedingly
,喬,,,,キョウ タカ.,,,,,,"high, boasting"
,崇,,,,スウ アガ.メ,,,,,,"adore, respect, revere, worship"
,漆,,,,シツ ウル,,,,,,"lacquer, varnish, seven"
,岬,,,,コウ ミサ,,,,,,"headland, cape, spit,"
