,,,,,,,,,,,"conduct, palm of hand"
,麗,,,,レイ ウラ.ラ,,,うるわ.しい,,,"lovely, companion"
,綾,,,,リン ア,,,,,,"design, figured cloth, twill"
臭,,,,シュウ,,,くさ.い -くさ.い にお.う にお.い,,,,"stinking, ill-smelling, suspicious"
,,,,,,,,,,,"looking, odor, savor, fragrance,"
,,,,,,,,,,,"be fragrant, stink, glow, be"
,,,,,,,,,,,bright
,悦,,,,エツ ヨロコ.バ,,,よろこ.ぶ,,,"ecstasy, joy, rapture"
,刃,,,,ジン ニン キ.,,,は やいば,,,"blade, sword, edge"
,縛,,,,バク,,,しば.る,,,"truss, arrest, bind, tie, restrain"
,暦,,,,レキ,,,こよみ,,,"calendar, almanac"
,宜,,,,ギ ヨロ.シ,,,よろ.しい,,,"best regards, good"
,盲,,,,モウ,,,めくら,,,"blind, blind man, ignoramus"
粋,,,,スイ,,,いき,,,,"chic, style, purity, essence, pith,"
,,,,,,,,,,,"cream, elite, choice"
,辱,,,,ジョク,,,はずかし.める,,,"embarrass, humiliate, shame"
,毅,,,,キ ギ ツヨ.,,,,,,strong
,轄,,,,カツ,,,くさび,,,"control, wedge"
,猿,,,,エン サ,,,,,,monkey
,弦,,,,ゲン,,,つる,,,"bowstring, chord, hypotenuse"
稔,,,,,ネン ジン ニン,,みの.る,,,"harvest, ripen"
,,,,,ミノ
,窒,,,,チツ,,,,,,"plug up, obstruct"
