軸,,,,ジク,,,,,,,"axis, pivot, stem, stalk, counter"
,,,,,,,,,,,for book scrolls
,巡,,,,ジュン,,,めぐ.る めぐ.り,,,"patrol, go around, circumference"
,稼,,,,カ,,,かせ.ぐ,,,"earnings, work, earn money"
,瞬,,,,シュン,,,またた.く,,,"wink, blink, twinkle"
,砲,,,,ホ,,,,,,"cannon, gun"
,噴,,,,フン,,,ふ.く,,,"erupt, spout, emit, flush out"
誇,,,,コ,,,ほこ.る,,,,"boast, be proud, pride,"
,,,,,,,,,,,triumphantly
祥,,,,ショ,,,,,,,"auspicious, happiness, good"
,,,,,,,,,,,omen
,牲,,,,セイ,,,,,,"animal sacrifice, offering"
,秩,,,,チ,,,,,,"regularity, salary, order"
帝,,,,テイ,,,みかど,,,,"sovereign, the emperor, god,"
,,,,,,,,,,,creator
,宏,,,,コウ ヒロ.,,,,,,"wide, large"
唆,,,,サ,,,そそのか.す,,,,"tempt, seduce, instigate,"
,,,,,,,,,,,promote
阻,,,,ソ,,,はば.む,,,,"thwart, separate from, prevent,"
,,,,,,,,,,,"obstruct, deter, impede"
泰,,,,タ,,,,,,,"peaceful, calm, peace, easy,"
,,,,,,,,,,,Thailand
,賄,,,,ワイ,,,まかな.う,,,"bribe, board, supply, finance"
,撲,,,,ボク,,,,,,"slap, strike, hit, beat, tell, speak"
