,,,,,,,,,,,"minuteness, carefulness"
措,,,,ソ,,,お.く,,,,"set aside, give up, suspend,"
,,,,,,,,,,,"discontinue, lay aside, except"
志,,,,,シ シリング,,こころざ.す,,,,"intention, plan, resolve, aspire,"
,,,,,ココロザ,,,,,,"motive, hopes, shilling"
載,,,,サイ ノ.,,,の.せる,,,,"ride, board, get on, place,"
,,,,,,,,,,,"spread, 10**44"
陣,,,,ジン,,,,,,,"camp, battle array, ranks,"
,,,,,,,,,,,position
,我,,,,ガ,,,われ わ わ.が- わが,,,"ego, I, selfish, our, oneself"
為,,,,イ ナ,,,ため な.る な.す す.る たり つく.る,,,,"do, change, make, benefit,"
,,,,,,,,,,,"welfare, be of use, reach to, try,"
,,,,,,,,,,,"practice, cost, serve as, good,"
,,,,,,,,,,,"advantage, as a re"
抑,,,,ヨク,,,おさ.える,,,,"repress, well, now, in the first"
,,,,,,,,,,,"place, push, shove, press, seal,"
,,,,,,,,,,,do in spite of
,幕,,,,マク バク,,,,,,"curtain, bunting, act of play"
染,,,,セン -シ.メ,,,,そ.める -ぞ.め -ぞめ そ.まる,,"dye, color, paint, stain, print"
,,,,,,,,し.みる -じ.みる し.み
,奈,,,,ナ ナイ ダイ,,,いかん からなし,,,"Nara, what?"
傷,,,,ショウ,,,きず いた.む いた.める,,,,"wound, hurt, injure, impair, pain,"
,,,,,,,,,,,"injury, cut, gash, scar, weak"
,,,,,,,,,,,point
,択,,,,タク,,,えら.ぶ,,,"choose, select, elect, prefer"
秀,,,,シュウ ヒイ.デ,,,,,,,"excel, excellence, beauty,"
,,,,,,,,,,,surpass
,徴,,,,チョウ チ,,,しるし,,,"indications, sign, omen,"
